,Incident Date,County,State,Zipcode,Latitude,Longitude,# Killed,# Injured,State FIPS,County FIPS,Density,Type,Population 2014,Population 2015,Population 2016,Population 2017,Land Area,Density 2014,Density 2015,Density 2016,Density 2017
351,2015-09-17,Charles Mix,South Dakota,57342,43.25,-98.69,6,0,46,023,3.49,Rural,442.0,483.0,552.0,611.0,160.01,2.7623273545403415,3.018561339916255,3.4497843884757207,3.81851134304106
352,2015-09-17,Calhoun,Michigan,49224,42.24,-84.75,0,4,26,025,143.93,Rural,14375.0,14037.0,13886.0,14084.0,98.83,145.45178589497115,142.03177172923202,140.5038955782657,142.50733582920165
353,2015-09-15,Essex,New Jersey,07103,40.72,-74.17,0,4,34,013,15372.83,Urban,31737.0,31363.0,31924.0,32610.0,2.13,14900.0,14724.413145539907,14987.793427230048,15309.859154929578
354,2015-09-13,Marion,Florida,34475,29.18,-82.13,1,5,12,083,415.46,Rural,13245.0,13552.0,12607.0,12275.0,29.31,451.89355168884344,462.36779256226544,430.12623677925626,418.7990446946435
355,2015-09-12,Caddo Parish,Louisiana,71108,32.47,-93.79,0,4,22,017,2384.56,Suburban,19477.0,20100.0,19478.0,19058.0,8.55,2278.0116959064326,2350.877192982456,2278.12865497076,2229.0058479532163
356,2015-09-12,Monroe,New York,14605,43.16,-77.61,2,4,36,055,6978.42,Urban,13737.0,13140.0,13199.0,13106.0,1.81,7589.502762430939,7259.668508287293,7292.265193370165,7240.883977900552
357,2015-09-12,Hennepin,Minnesota,55403,44.96,-93.26,0,6,27,053,10986.07,Urban,14992.0,15610.0,16245.0,16319.0,1.37,10943.065693430655,11394.160583941604,11857.664233576641,11911.678832116788
358,2015-09-12,Hennepin,Minnesota,55411,44.96,-93.26,1,3,27,053,6747.36,Urban,29284.0,30208.0,30703.0,30917.0,4.07,7195.085995085995,7422.1130221130215,7543.734643734643,7596.314496314496
359,2015-09-11,Mecklenburg,North Carolina,28206,35.19,-80.83,0,5,37,119,1686.22,Suburban,12030.0,12305.0,12627.0,12164.0,7.06,1703.9660056657224,1742.9178470254958,1788.5269121813033,1722.946175637394
360,2015-09-10,Hennepin,Minnesota,55331,44.9,-93.56,5,0,27,053,1171.47,Suburban,17056.0,17622.0,17852.0,18103.0,14.96,1140.1069518716577,1177.941176470588,1193.3155080213903,1210.0935828877004
361,2015-09-08,None,Georgia,NaN,52.52000659999999,13.404954,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
362,2015-09-08,None,Illinois,NaN,41.8781136,-87.6297982,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
363,2015-09-07,Lake,Indiana,46403,41.59,-87.34,2,4,18,089,1522.04,Suburban,12705.0,13040.0,13869.0,13351.0,8.28,1534.4202898550725,1574.8792270531403,1675.0000000000002,1612.4396135265702
364,2015-09-07,Denver,Colorado,80202,39.76,-104.87,0,4,08,031,9060.71,Urban,11474.0,12386.0,12643.0,12923.0,1.12,10244.642857142857,11058.92857142857,11288.392857142857,11538.392857142857
365,2015-09-05,Mecklenburg,North Carolina,28217,35.19,-80.83,1,3,37,119,1633.75,Suburban,27577.0,28415.0,28331.0,28895.0,14.81,1862.052667116813,1918.6360567184333,1912.9642133693449,1951.046590141796
366,2015-09-05,Volusia,Florida,32114,29.19,-81.05,0,4,12,127,1895.1,Suburban,32005.0,31891.0,31385.0,32087.0,16.92,1891.5484633569738,1884.8108747044914,1854.9054373522456,1896.3947990543734
367,2015-09-05,Clark,Nevada,89122,36.1,-115.02,1,3,32,003,5050.26,Urban,47561.0,48533.0,49800.0,51074.0,9.08,5237.995594713656,5345.044052863436,5484.581497797357,5624.88986784141
368,2015-09-05,Boone,Missouri,65201,38.95,-92.32,0,4,29,019,460.87,Rural,40457.0,40967.0,43104.0,44222.0,85.53,473.01531626329944,478.97813632643516,503.96352157137846,517.0349584940956
369,2015-08-30,Shelby,Tennessee,38109,35.1,-90.0,1,4,47,157,692.22,Rural,46265.0,44779.0,44889.0,44059.0,67.31,687.3421482692022,665.2651909077402,666.899420591294,654.568414797207
370,2015-08-29,Sullivan,Tennessee,37620,36.56,-82.19,3,2,47,163,306.99,Rural,37954.0,37942.0,38043.0,38262.0,127.37,297.98225641830885,297.88804271021434,298.6810080866766,300.40040825940173
371,2015-08-29,Smith,Texas,75706,32.32,-95.3,1,3,48,423,116.93,Rural,9362.0,9069.0,10501.0,9793.0,75.01,124.81002532995599,120.90387948273563,139.99466737768296,130.5559258765498
372,2015-08-28,Kings,New York,11225,40.64,-73.94,1,3,36,047,64286.2,Urban,59613.0,60180.0,60323.0,59497.0,0.88,67742.04545454546,68386.36363636363,68548.86363636363,67610.22727272728
373,2015-08-27,Monterey,California,93901,36.64,-121.62,2,2,06,053,1838.92,Suburban,26438.0,26800.0,27387.0,27624.0,14.61,1809.5824777549624,1834.360027378508,1874.5379876796715,1890.7597535934292
374,2015-08-26,Cook,Illinois,60612,41.83,-87.68,2,2,17,031,8933.01,Urban,35598.0,36531.0,35559.0,35332.0,3.75,9492.8,9741.6,9482.4,9421.866666666667
375,2015-08-26,Hennepin,Minnesota,55429,44.96,-93.26,0,4,27,053,4301.5,Urban,27137.0,27478.0,27535.0,27971.0,6.21,4369.887278582931,4424.798711755234,4433.9774557165865,4504.186795491143
376,2015-08-26,Palm Beach,Florida,33407,26.74,-80.12,2,2,12,099,2938.86,Suburban,28101.0,30142.0,30311.0,30218.0,10.07,2790.566037735849,2993.2472691161865,3010.0297914597813,3000.794438927507
377,2015-08-25,Orleans Parish,Louisiana,70125,30.06,-89.93,1,3,22,071,6179.68,Urban,16597.0,17040.0,16752.0,17739.0,2.34,7092.735042735043,7282.051282051282,7158.974358974359,7580.769230769231
378,2015-08-23,Stanislaus,California,95351,37.63,-121.01,1,7,06,099,5244.16,Urban,48437.0,49163.0,49243.0,49836.0,8.87,5460.76662908681,5542.61555806088,5551.63472378805,5618.4892897407
379,2015-08-22,Orange,Florida,32808,28.5,-81.37,0,4,12,095,3868.9,Urban,50332.0,51555.0,51507.0,54058.0,11.98,4201.3355592654425,4303.422370617696,4299.415692821369,4512.353923205342
380,2015-08-22,Chaves,New Mexico,88203,33.33,-104.52,3,1,35,005,21.36,Rural,30909.0,30828.0,30551.0,30580.0,1477.48,20.920080136448547,20.865257059317216,20.677775672090316,20.697403687359557
381,2015-08-21,Durham,North Carolina,27704,35.98,-78.91,0,8,37,063,856.35,Rural,35067.0,36509.0,35893.0,37522.0,40.31,869.9330191019598,905.7057802034234,890.4242123542545,930.8360208385016
382,2015-08-21,Hamilton,Ohio,45227,39.09,-84.51,2,5,39,061,3018.47,Urban,17999.0,18024.0,18235.0,18206.0,5.79,3108.635578583765,3112.9533678756475,3149.3955094991366,3144.3868739205527
383,2015-08-20,Starr,Texas,78548,26.39,-98.55,2,2,48,427,172.63,Rural,391.0,526.0,685.0,649.0,3.91,100.0,134.52685421994883,175.19181585677748,165.9846547314578
384,2015-08-19,Monroe,New York,14611,43.16,-77.61,3,4,36,055,6008.98,Urban,17773.0,17340.0,16531.0,17169.0,2.89,6149.826989619377,6000.0,5720.069204152249,5940.830449826989
385,2015-08-16,Tarrant,Texas,76133,32.75,-97.33,0,6,48,439,5238.58,Urban,50397.0,50642.0,51375.0,51022.0,9.24,5454.220779220779,5480.73593073593,5560.064935064935,5521.861471861472
386,2015-08-16,Cook,Illinois,60651,41.83,-87.68,0,4,17,031,18388.27,Urban,60938.0,61287.0,61759.0,61828.0,3.5,17410.85714285714,17510.571428571428,17645.428571428572,17665.14285714286
387,2015-08-16,None,South Carolina,NaN,34.6173803,-79.68478139999999,0,5,,,,,NaN,NaN,NaN,NaN,,,,,
388,2015-08-15,Allegheny,Pennsylvania,15205,40.43,-79.97,1,3,42,003,2122.2,Suburban,22676.0,22476.0,22415.0,22408.0,10.3,2201.5533980582522,2182.135922330097,2176.2135922330094,2175.5339805825242
389,2015-08-15,Los Angeles,California,90062,34.0,-118.3,0,4,06,037,16970.53,Urban,32675.0,33353.0,33690.0,33627.0,1.93,16930.051813471502,17281.34715025907,17455.9585492228,17423.316062176167
390,2015-08-15,Orangeburg,South Carolina,29115,33.49,-80.86,1,3,45,075,238.43,Rural,28700.0,29143.0,29237.0,29206.0,130.53,219.87282617022908,223.26668198881484,223.98682295257794,223.74932965601778
391,2015-08-10,Los Angeles,California,90813,33.78,-118.18,0,4,06,037,18358.06,Urban,60017.0,60078.0,60997.0,60935.0,3.21,18696.884735202493,18715.88785046729,19002.180685358257,18982.866043613707
392,2015-08-09,Scott,Mississippi,39074,32.35,-89.47,1,3,28,123,54.77,Rural,15049.0,14657.0,15174.0,15403.0,271.95,55.33737819452105,53.89593675307961,55.79702151130723,56.6390880676595
393,2015-08-09,Wayne,Michigan,48205,42.38,-83.1,1,3,26,163,6900.36,Urban,37556.0,36834.0,35925.0,34620.0,6.38,5886.520376175548,5773.354231974921,5630.877742946708,5426.332288401254
394,2015-08-09,Jackson,Missouri,64111,39.09,-94.58,0,4,29,095,5994.86,Urban,16403.0,17462.0,17507.0,17398.0,2.72,6030.514705882352,6419.85294117647,6436.397058823529,6396.323529411764
395,2015-08-08,Gaston,North Carolina,28052,35.25,-81.17,2,3,37,071,828.7,Rural,35550.0,34764.0,34847.0,34827.0,42.15,843.4163701067616,824.7686832740213,826.7378410438909,826.2633451957296
396,2015-08-08,Mississippi,Arkansas,72315,35.93,-89.92,1,11,05,093,95.15,Rural,23917.0,23927.0,23344.0,22683.0,251.88,94.95394632364618,94.99364776877879,92.67905351754804,90.05478799428299
397,2015-08-08,Harris,Texas,77038,29.76,-95.38,8,0,48,201,2837.28,Suburban,28082.0,28811.0,29388.0,30653.0,9.41,2984.272051009564,3061.742826780021,3123.0605738575982,3257.492029755579
398,2015-08-07,Washington,Vermont,05641,44.2,-72.5,4,0,50,023,317.46,Rural,17147.0,17129.0,16739.0,16413.0,54.08,317.0673076923077,316.7344674556213,309.52292899408286,303.4948224852071
399,2015-08-06,Richland,South Carolina,29204,34.0,-81.03,0,4,45,079,3089.02,Urban,20816.0,20332.0,20108.0,18853.0,6.46,3222.2910216718265,3147.3684210526317,3112.6934984520126,2918.421052631579
400,2015-08-04,St. Louis City,Missouri,63112,38.63,-90.24,1,4,29,189,6157.19,Urban,20185.0,20007.0,19982.0,19443.0,3.31,6098.187311178248,6044.410876132931,6036.8580060422955,5874.018126888217
401,2015-08-03,Kings,New York,11231,40.64,-73.94,0,5,36,047,23443.04,Urban,34605.0,35263.0,36302.0,37680.0,1.42,24369.718309859156,24833.098591549297,25564.78873239437,26535.211267605635
402,2015-08-02,Kings,New York,11208,40.64,-73.94,0,9,36,047,27445.96,Urban,92262.0,93847.0,95715.0,99145.0,3.46,26665.317919075143,27123.41040462428,27663.29479768786,28654.62427745665
403,2015-08-02,Baltimore City,Maryland,21216,39.3,-76.61,0,7,24,510,9619.38,Urban,25599.0,27048.0,28890.0,30037.0,3.33,7687.387387387387,8122.522522522522,8675.675675675675,9020.12012012012
404,2015-08-02,Cook,Illinois,60651,41.83,-87.68,1,4,17,031,18388.27,Urban,60938.0,61287.0,61759.0,61828.0,3.5,17410.85714285714,17510.571428571428,17645.428571428572,17665.14285714286
405,2015-08-02,Chatham,Georgia,31404,32.08,-81.1,0,5,13,051,2105.18,Suburban,31798.0,31473.0,31771.0,31594.0,14.74,2157.259158751696,2135.210312075984,2155.427408412483,2143.4192672998643
406,2015-08-02,Cook,Illinois,60636,41.83,-87.68,0,4,17,031,10459.1,Urban,40164.0,37278.0,35779.0,34461.0,3.91,10272.122762148338,9534.015345268543,9150.639386189257,8813.554987212276
407,2015-08-01,Orange,Florida,32807,28.5,-81.37,0,4,12,095,3892.26,Urban,32410.0,31473.0,31888.0,33310.0,8.09,4006.1804697156986,3890.3584672435104,3941.656365883807,4117.42892459827
408,2015-07-30,Allegheny,Pennsylvania,15201,40.43,-79.97,0,4,42,003,5126.21,Urban,13162.0,13349.0,12805.0,12791.0,2.48,5307.258064516129,5382.6612903225805,5163.306451612903,5157.6612903225805
409,2015-07-27,Winnebago,Illinois,61102,42.27,-89.06,0,5,17,201,596.55,Rural,19214.0,19564.0,18804.0,18842.0,34.43,558.0598315422596,568.2253848388034,546.1516119663085,547.2553006099332
410,2015-07-26,Jackson,Missouri,64124,39.09,-94.58,2,3,29,095,7421.61,Urban,10373.0,9321.0,9862.0,10534.0,1.7,6101.764705882353,5482.941176470588,5801.176470588235,6196.470588235295
411,2015-07-26,Orleans Parish,Louisiana,70126,30.06,-89.93,0,4,22,071,2371.37,Suburban,25224.0,25139.0,25972.0,26574.0,10.1,2497.4257425742576,2489.009900990099,2571.4851485148515,2631.0891089108914
412,2015-07-25,Hopewell City,Virginia,23860,37.29,-77.29,0,4,51,670,634.68,Rural,31314.0,31269.0,30918.0,30983.0,50.37,621.6795711733175,620.7861822513402,613.8177486599167,615.1081993249951
413,2015-07-24,Erie,Pennsylvania,16508,42.12,-80.08,2,5,42,049,5677.4,Urban,16499.0,16764.0,16758.0,16561.0,2.82,5850.709219858157,5944.68085106383,5942.553191489362,5872.6950354609935
414,2015-07-23,Lafayette Parish,Louisiana,70503,30.21,-92.02,3,9,22,055,2347.34,Suburban,29071.0,29838.0,30867.0,31193.0,11.86,2451.1804384485667,2515.851602023609,2602.6138279932547,2630.101180438449
415,2015-07-22,St. Louis City,Missouri,63115,38.63,-90.24,0,6,29,189,4866.48,Urban,20510.0,19463.0,18446.0,18799.0,4.27,4803.2786885245905,4558.07962529274,4319.906323185012,4402.576112412178
416,2015-07-22,Gwinnett,Georgia,30024,34.05,-84.07,5,0,13,135,1517.94,Suburban,70891.0,71960.0,73917.0,74804.0,42.55,1666.0634547591071,1691.1868390129262,1737.1797884841365,1758.0258519388956
417,2015-07-21,Miami-Dade,Florida,33056,25.93,-80.26,1,3,12,086,5781.5,Urban,35250.0,35023.0,34751.0,35055.0,6.06,5816.831683168317,5779.37293729373,5734.488448844885,5784.653465346535
418,2015-07-20,Bronx,New York,10451,40.84,-73.87,0,6,36,005,44381.55,Urban,47818.0,48188.0,48289.0,48240.0,1.01,47344.55445544554,47710.89108910891,47810.89108910891,47762.376237623765
419,2015-07-19,Suffolk City,Virginia,23434,36.7,-76.63,0,4,51,800,234.35,Rural,48645.0,49020.0,49375.0,49450.0,203.4,239.1592920353982,241.00294985250736,242.74827925270404,243.11701081612586
420,2015-07-19,Jefferson,Kentucky,40211,38.22,-85.74,0,6,21,111,3022.59,Urban,23622.0,23434.0,22826.0,23081.0,7.48,3158.0213903743315,3132.887700534759,3051.604278074866,3085.695187165775
421,2015-07-19,None,North Carolina,NaN,35.9382103,-77.7905339,0,4,,,,,NaN,NaN,NaN,NaN,,,,,
422,2015-07-18,San Diego,California,92113,32.69,-117.11,0,4,06,073,10640.73,Urban,57580.0,57737.0,57887.0,56478.0,5.27,10925.996204933586,10955.787476280835,10984.250474383303,10716.888045540798
423,2015-07-18,Santa Barbara,California,93103,34.43,-119.68,0,5,06,083,3865.79,Urban,20271.0,20448.0,20827.0,20698.0,5.24,3868.5114503816794,3902.2900763358775,3974.618320610687,3950.0
424,2015-07-18,Marion,Oregon,97301,44.9,-122.92,1,4,41,047,4619.2,Urban,54972.0,54844.0,54743.0,56393.0,11.58,4747.150259067357,4736.096718480138,4727.374784110535,4869.86183074266
425,2015-07-18,East Baton Rouge Parish,Louisiana,70802,30.44,-91.12,2,2,22,033,3543.01,Urban,27780.0,26505.0,24988.0,25427.0,7.7,3607.7922077922076,3442.207792207792,3245.194805194805,3302.207792207792
426,2015-07-17,Cook,Illinois,60624,41.83,-87.68,0,5,17,031,10779.35,Urban,39706.0,38140.0,38134.0,37665.0,3.53,11248.15864022663,10804.532577903683,10802.832861189801,10669.971671388103
427,2015-07-17,Hamilton,Ohio,45211,39.09,-84.51,0,4,39,061,3992.81,Urban,37317.0,37692.0,38131.0,38221.0,9.04,4127.986725663717,4169.469026548673,4218.030973451328,4227.986725663717
428,2015-07-16,Hamilton,Tennessee,37406,35.06,-85.25,6,2,47,065,1193.16,Suburban,14246.0,14977.0,15043.0,14658.0,12.27,1161.0431947840261,1220.6193969030155,1225.99837000815,1194.6210268948655
429,2015-07-16,Dallas,Texas,75212,32.79,-96.76,0,5,48,113,2420.39,Suburban,26059.0,26043.0,26245.0,26120.0,10.29,2532.4586977648205,2530.9037900874637,2550.5344995140917,2538.3867832847427
430,2015-07-15,Fulton,Georgia,30318,33.78,-84.44,0,5,13,121,2442.35,Suburban,51791.0,49728.0,49277.0,49788.0,20.36,2543.762278978389,2442.4361493123774,2420.284872298625,2445.3831041257367
431,2015-07-15,Baltimore City,Maryland,21215,39.3,-76.61,1,3,24,510,8830.32,Urban,63763.0,63434.0,61019.0,59404.0,6.81,9363.142437591778,9314.831130690161,8960.20558002937,8723.054331864905
432,2015-07-15,Cuyahoga,Ohio,44108,41.47,-81.67,0,7,39,035,6052.09,Urban,25122.0,23403.0,22441.0,22048.0,4.24,5925.0,5519.575471698113,5292.688679245282,5200.0
433,2015-07-15,Wayne,Michigan,48228,42.38,-83.1,0,4,26,163,6054.59,Urban,52336.0,52243.0,52342.0,53609.0,8.61,6078.513356562137,6067.711962833914,6079.210220673635,6226.364692218352
434,2015-07-15,Orangeburg,South Carolina,29059,33.32,-80.41,4,1,45,075,54.66,Rural,5922.0,6303.0,6008.0,5897.0,111.01,53.346545356274206,56.77866858841546,54.1212503378074,53.121340419782
435,2015-07-14,St. Louis City,Missouri,63147,38.63,-90.24,0,4,29,189,1937.81,Suburban,10137.0,10239.0,10164.0,10257.0,5.87,1726.9165247018739,1744.2930153321977,1731.5161839863713,1747.359454855196
436,2015-07-13,Los Angeles,California,90650,33.9,-118.07,0,4,06,037,10759.33,Urban,106521.0,106659.0,106360.0,106404.0,9.81,10858.409785932721,10872.477064220184,10841.997961264016,10846.483180428135
437,2015-07-13,San Joaquin,California,95204,37.97,-121.32,1,4,06,077,5448.24,Urban,29246.0,28625.0,28124.0,28486.0,5.1,5734.509803921569,5612.745098039216,5514.509803921569,5585.490196078432
438,2015-07-12,Cook,Illinois,60305,41.89,-87.81,2,3,17,031,4512.12,Urban,11211.0,11233.0,11217.0,11215.0,2.48,4520.564516129032,4529.435483870968,4522.983870967742,4522.177419354839
439,2015-07-12,Hudson,New Jersey,07306,40.71,-74.06,0,4,34,017,19349.38,Urban,55376.0,55296.0,55039.0,55298.0,2.72,20358.823529411762,20329.41176470588,20234.926470588234,20330.147058823528
440,2015-07-07,Cuyahoga,Ohio,44128,41.47,-81.67,1,3,39,035,3482.1,Urban,29269.0,29140.0,28619.0,28894.0,8.44,3467.8909952606637,3452.6066350710903,3390.876777251185,3423.459715639811
441,2015-07-07,Baltimore City,Maryland,21223,39.3,-76.61,3,1,24,510,10017.48,Urban,24879.0,24904.0,25127.0,23811.0,2.63,9459.695817490494,9469.201520912547,9553.992395437263,9053.61216730038
442,2015-07-05,Caddo Parish,Louisiana,71103,32.47,-93.79,0,8,22,017,2058.76,Suburban,8270.0,8078.0,7969.0,7367.0,3.79,2182.0580474934036,2131.3984168865436,2102.6385224274404,1943.7994722955145
443,2015-07-05,Allen,Indiana,46803,41.07,-85.13,0,9,18,003,1478.04,Suburban,9737.0,9544.0,9766.0,9578.0,6.6,1475.3030303030305,1446.0606060606062,1479.6969696969697,1451.2121212121212
444,2015-07-05,Essex,New Jersey,07018,40.76,-74.21,1,3,34,013,16788.38,Urban,29353.0,28636.0,28741.0,28922.0,1.69,17368.63905325444,16944.378698224853,17006.508875739644,17113.609467455623
445,2015-07-04,District Of Columbia,District of Columbia,20020,38.89,-77.03,1,3,,,10811.8,Urban,52480.0,53646.0,54955.0,56622.0,4.61,11383.947939262473,11636.876355748373,11920.824295010845,12282.429501084598
446,2015-07-04,Jefferson,Kentucky,40211,38.22,-85.74,0,4,21,111,3022.59,Urban,23622.0,23434.0,22826.0,23081.0,7.48,3158.0213903743315,3132.887700534759,3051.604278074866,3085.695187165775
447,2015-07-04,Berkshire,Massachusetts,01201,42.45,-73.26,1,4,25,003,878.79,Rural,45557.0,45328.0,45001.0,44775.0,52.92,860.8654572940287,856.5381708238851,850.3590325018896,846.0884353741496
448,2015-07-04,Onondaga,New York,13204,43.04,-76.14,0,4,36,067,4521.55,Urban,19984.0,19896.0,19503.0,18477.0,4.41,4531.519274376417,4511.56462585034,4422.448979591836,4189.7959183673465
449,2015-07-04,Bexar,Texas,78201,29.45,-98.5,0,4,48,029,6406.53,Urban,41421.0,42828.0,46063.0,47500.0,7.07,5858.698727015559,6057.708628005657,6515.275813295615,6718.528995756718
450,2015-07-02,Marion,Indiana,46222,39.77,-86.14,1,3,18,097,3049.44,Urban,33892.0,34457.0,35467.0,36508.0,11.16,3036.9175627240143,3087.5448028673836,3178.0465949820787,3271.326164874552
451,2015-06-29,Miami-Dade,Florida,33054,25.93,-80.26,0,4,12,086,3311.04,Urban,30706.0,30880.0,31180.0,32768.0,8.78,3497.2665148063784,3517.084282460137,3551.2528473804105,3732.1184510250573
452,2015-06-28,Wayne,Michigan,48205,42.38,-83.1,0,5,26,163,6900.36,Urban,37556.0,36834.0,35925.0,34620.0,6.38,5886.520376175548,5773.354231974921,5630.877742946708,5426.332288401254
453,2015-06-28,Madison,Illinois,62090,38.67,-90.16,0,6,17,119,763.16,Rural,1083.0,1189.0,1187.0,1216.0,1.56,694.2307692307692,762.1794871794872,760.8974358974359,779.4871794871794
454,2015-06-28,Kent,Delaware,19952,38.92,-75.57,0,6,10,001,116.09,Rural,10452.0,10502.0,10428.0,10301.0,88.04,118.71876419809176,119.28668786915038,118.44616083598363,117.00363471149477
455,2015-06-27,Bristol,Massachusetts,02780,41.9,-71.09,1,3,25,005,1484.28,Suburban,49456.0,49836.0,49807.0,50358.0,33.04,1496.8523002421307,1508.3535108958838,1507.4757869249395,1524.1525423728815
456,2015-06-27,Wayne,Michigan,48213,42.38,-83.1,0,4,26,163,4241.2,Urban,26745.0,25534.0,24137.0,22651.0,6.53,4095.712098009188,3910.260336906585,3696.324655436447,3468.759571209801
457,2015-06-24,New York,New York,10037,40.71,-73.99,0,4,36,061,67766.54,Urban,18041.0,18777.0,20112.0,21184.0,0.26,69388.46153846153,72219.23076923077,77353.84615384616,81476.92307692308
458,2015-06-22,Philadelphia,Pennsylvania,19134,39.95,-75.16,0,7,42,101,17296.18,Urban,63631.0,62840.0,64089.0,62861.0,3.51,18128.49002849003,17903.133903133905,18258.97435897436,17909.11680911681
459,2015-06-21,Allegheny,Pennsylvania,15221,40.43,-79.97,0,4,42,003,5052.87,Urban,31046.0,31177.0,31017.0,30666.0,6.15,5048.130081300813,5069.430894308943,5043.414634146341,4986.341463414634
460,2015-06-21,Fayette,Kentucky,40508,38.04,-84.45,1,4,21,067,5530.03,Urban,25868.0,26515.0,26984.0,26686.0,4.26,6072.300469483568,6224.178403755869,6334.2723004694835,6264.319248826291
461,2015-06-20,Anson,North Carolina,28119,34.86,-80.0,0,4,37,007,42.45,Rural,3580.0,3530.0,3400.0,3246.0,65.99,54.2506440369753,53.492953477799674,51.522958023943026,49.189271101682074
462,2015-06-20,Wayne,Michigan,48206,42.38,-83.1,1,11,26,163,7023.03,Urban,19383.0,18424.0,18049.0,16905.0,3.13,6192.651757188499,5886.261980830671,5766.453674121406,5400.958466453674
463,2015-06-20,Philadelphia,Pennsylvania,19104,39.95,-75.16,0,11,42,101,17229.13,Urban,53360.0,54718.0,54890.0,55205.0,3.01,17727.574750830565,18178.73754152824,18235.8803986711,18340.531561461794
464,2015-06-19,Providence,Rhode Island,02895,41.99,-71.5,0,4,44,007,5321.88,Urban,41136.0,41213.0,41272.0,41508.0,7.74,5314.728682170543,5324.67700258398,5332.299741602067,5362.790697674419
465,2015-06-17,Charleston,South Carolina,29401,32.78,-79.99,9,0,45,019,7024.5,Urban,10775.0,10593.0,10395.0,9912.0,1.55,6951.612903225806,6834.193548387097,6706.451612903225,6394.8387096774195
466,2015-06-16,Miami-Dade,Florida,33169,25.77,-80.2,0,4,12,086,5708.3,Urban,38365.0,40197.0,41037.0,40106.0,6.89,5568.214804063861,5834.10740203193,5956.023222060958,5820.899854862119
467,2015-06-15,Kings,New York,11225,40.64,-73.94,0,4,36,047,64286.2,Urban,59613.0,60180.0,60323.0,59497.0,0.88,67742.04545454546,68386.36363636363,68548.86363636363,67610.22727272728
468,2015-06-14,Camden,New Jersey,08105,39.93,-75.1,1,3,34,007,11200.69,Urban,29300.0,29081.0,28559.0,28469.0,2.6,11269.23076923077,11185.0,10984.23076923077,10949.615384615385
469,2015-06-14,Tulsa,Oklahoma,74115,36.12,-95.91,0,4,40,143,1465.13,Suburban,23787.0,23376.0,23331.0,23484.0,15.66,1518.9655172413793,1492.72030651341,1489.8467432950192,1499.6168582375478
470,2015-06-14,St. Louis City,Missouri,63106,38.63,-90.24,0,4,29,189,5267.29,Urban,11990.0,11998.0,11989.0,11474.0,2.26,5305.309734513275,5308.849557522124,5304.867256637169,5076.991150442478
471,2015-06-13,Fayette,Georgia,30214,33.44,-84.46,1,4,13,113,548.44,Rural,29633.0,29637.0,29403.0,28774.0,52.72,562.0827010622155,562.1585735963581,557.7200303490137,545.7890743550835
472,2015-06-13,Oklahoma,Oklahoma,73149,35.46,-97.51,0,4,40,109,884.38,Rural,4868.0,4763.0,5038.0,5144.0,5.25,927.2380952380952,907.2380952380952,959.6190476190476,979.8095238095239
473,2015-06-13,Baldwin,Georgia,31061,33.08,-83.23,1,3,13,009,185.01,Rural,44312.0,43916.0,44149.0,44209.0,236.5,187.3657505285412,185.69133192389006,186.67653276955602,186.93023255813952
474,2015-06-13,Bronx,New York,10468,40.84,-73.87,0,5,36,005,71124.3,Urban,72683.0,73637.0,75537.0,77657.0,1.08,67299.07407407407,68182.4074074074,69941.66666666666,71904.62962962962
475,2015-06-13,Franklin,Ohio,43211,39.98,-82.98,4,1,39,049,4580.15,Urban,22151.0,21322.0,21929.0,23229.0,4.72,4693.0084745762715,4517.372881355933,4645.974576271186,4921.398305084746
476,2015-06-12,Miami-Dade,Florida,33142,25.77,-80.2,0,4,12,086,7435.48,Urban,54939.0,55865.0,54571.0,56468.0,7.07,7770.7213578500705,7901.6973125884015,7718.670438472418,7986.987270155587
477,2015-06-11,Fairfield,Connecticut,06606,41.18,-73.19,1,8,09,001,8741.92,Urban,49027.0,49350.0,47671.0,47642.0,5.29,9267.863894139886,9328.922495274102,9011.531190926276,9006.049149338374
478,2015-06-11,Harris,Texas,77004,29.76,-95.38,1,3,48,201,5659.97,Urban,34079.0,35739.0,36879.0,37642.0,5.78,5896.020761245674,6183.217993079585,6380.449826989619,6512.4567474048445
479,2015-06-10,Los Angeles,California,90044,33.95,-118.29,1,3,06,037,17476.93,Urban,88412.0,88975.0,90155.0,94680.0,5.14,17200.778210116732,17310.311284046693,17539.883268482492,18420.23346303502
480,2015-06-09,St. Louis City,Missouri,63113,38.63,-90.24,1,3,29,189,5187.94,Urban,11881.0,12113.0,11270.0,11184.0,2.54,4677.55905511811,4768.897637795276,4437.007874015748,4403.149606299213
481,2015-06-07,Powell,Montana,59722,46.37,-112.72,5,0,30,077,15.78,Rural,5696.0,5752.0,5790.0,5713.0,366.22,15.55349243624051,15.706405985473213,15.810168751023973,15.59991262082901
482,2015-06-06,Erie,New York,14217,42.88,-78.85,1,4,36,029,7307.81,Urban,22911.0,22763.0,22815.0,23078.0,3.21,7137.383177570094,7091.277258566978,7107.476635514019,7189.408099688473
483,2015-06-06,Cook,Illinois,60644,41.83,-87.68,0,5,17,031,13883.56,Urban,49615.0,49080.0,49645.0,49051.0,3.5,14175.714285714286,14022.857142857143,14184.285714285714,14014.57142857143
